Day,r
2020/2/1,-0.078865
2020/3/1,-0.142565
2020/4/1,0.132193
2020/5/1,0.054521
2020/6/1,0.025618
2020/7/1,0.055893
2020/8/1,0.070445
2020/9/1,-0.03555
2020/10/1,-0.020727
2020/11/1,0.126002
2020/12/1,0.045194
2021/1/1,-0.000683
2021/2/1,0.029661
2021/3/1,0.030917
2021/4/1,0.049106
2021/5/1,0.006574
2021/6/1,0.024485
2021/7/1,0.01231
2021/8/1,0.027787
2021/9/1,-0.042671
2021/10/1,0.065942
2021/11/1,-0.018305
2021/12/1,0.033096
2022/1/1,-0.061046
2022/2/1,-0.022297
2022/3/1,0.031486
2022/4/1,-0.090973
2022/5/1,-0.002795
2022/6/1,-0.084927
2022/7/1,0.09253
2022/8/1,-0.036383
2022/9/1,-0.092081
2022/10/1,0.078669
2022/11/1,0.051431
2022/12/1,-0.058719
2023/1/1,0.07277
2023/2/1,-0.024151
2023/3/1,0.024496
2023/4/1,0.009039
2023/5/1,0.002027
2023/6/1,0.067583
2023/7/1,0.035849
2023/8/1,-0.0203
2023/9/1,-0.048003
2023/10/1,-0.029225
2023/11/1,0.093358
2023/12/1,0.053768
